,公司中文名称,评级日期,评级类型,信用评级,评级展望,评级机构代码,债券主体公司id,信用评级说明,前次信用评级,评级变动方向,评级对象类型代码,公告日期
1450,包头市保障性住房发展建设投资有限公司,2017-07-24,1,AA,"518,003,000",14,rRgJFuCtRn,债务安全性很高，违约风险很低。,AA,维持,"536,001,001",2017-08-02
1451,福建漳龙集团有限公司,2017-08-04,1,AA+,"518,003,000",5,06H89EC4A0,0,AA+,维持,"536,001,001",2017-08-25
1452,六盘水市保障性住房开发投资有限责任公司,2017-06-29,1,AA,"518,003,000",2,mGSDJ9D363,受评对象偿还债务的能力很强，受不利经济环境的影响较小，违约风险很低。,AA,维持,"536,001,001",2017-06-30
1453,凌海市海兴资产投资运营有限公司,2017-06-05,1,A+,"518,003,000",6,deWhrmdUzB,0,A+,维持,"536,001,001",2017-06-29
1454,酉阳县桃花源旅游投资(集团)有限公司,2017-06-27,1,AA,"518,003,000",19,784209637,偿还债务的能力很强，受不利经济环境影响大，违约风险很低,AA,维持,"536,001,001",2017-07-03
1455,中国石油天然气集团公司,2017-06-30,1,AAA,"518,003,000",5,2002241,AAA级债为最高级债，其还本付息能力最强。,AAA,维持,"536,001,001",2017-06-30
1456,黑河市城市建设投资开发有限责任公司,2017-07-25,1,AA-,"518,003,000",14,OiBRiIcsvn,0,AA-,维持,"536,001,001",2017-07-28
1457,江苏中能硅业科技发展有限公司,2017-06-27,1,AA,"518,003,000",2,45F5AEA0BA,受评对象偿还债务的能力很强，受不利经济环境的影响较小，违约风险很低。,AA,维持,"536,001,001",2017-06-28
1458,广西北部湾银行股份有限公司,2017-07-25,1,AA,"518,003,000",5,04A57782C5,AA级债属高级债，其还本付息能力很强，基本无风险。,AA,维持,"536,001,001",2017-07-25
1459,高密市国有资产经营投资有限公司,2017-06-26,1,AA,"518,003,000",14,15B597,债务安全性很高，违约风险很低。,AA,维持,"536,001,001",2017-06-29
1460,长沙市雨花城市建设投资集团有限公司,2017-06-16,1,AA,"518,003,000",6,1qJF9V13nP,偿还债务的能力很强，受不利经济环境的影响不大，违约风险很低。,AA,维持,"536,001,001",2017-06-27
1461,西安世园投资(集团)有限公司,2017-06-23,1,AA,"518,003,000",14,67327003X,债务安全性很高，违约风险很低。,AA,维持,"536,001,001",2017-06-27
1462,四川广安爱众股份有限公司,2017-06-16,1,AA,"518,003,000",14,0SH3A46B62,债务安全性很高，违约风险很低。,AA,维持,"536,001,001",2017-06-23
1463,山东大众报业(集团)有限公司,2017-07-27,1,AA+,"518,003,000",2,SXI0ftbdK8,0,AA+,维持,"536,001,001",2017-07-28
1464,晋江市能源投资集团有限公司,2017-06-29,1,AA,"518,003,000",2,ZHGeRpfSBf,受评对象偿还债务的能力很强，受不利经济环境的影响较小，违约风险很低。,AA,维持,"536,001,001",2017-06-30
1465,泸州兴阳投资集团有限公司,2017-06-26,1,AA,"518,003,000",14,c7j4SwRGXg,债务安全性很高，违约风险很低。,AA,维持,"536,001,001",2017-06-27
1466,吉安市井冈山开发区金庐陵经济发展有限公司,2017-06-16,1,AA,"518,003,000",14,bYPdvzYohd,债务安全性很高，违约风险很低。,AA,维持,"536,001,001",2017-06-29
1467,泰州市城市建设投资集团有限公司,2017-06-28,1,AA+,"518,003,000",5,1HG15A86AD,0,AA+,维持,"536,001,001",2017-06-29
1468,天津城市基础设施建设投资集团有限公司,2017-06-28,1,AAA,"518,003,000",7,1683C9F299,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低,AAA,维持,"536,001,001",2017-06-29
1469,欣旺达电子股份有限公司,2017-08-07,1,AA,"518,003,000",13,E5JLgI2Ff7,受评主体偿还债务的能力很强，受不利经济环境的影响较小，违约风险很低；债券信用质量很高，信用风险很低。,AA,维持,"536,001,001",2017-08-14
1470,南京市河西新城区国有资产经营控股(集团)有限责任公司,2017-06-26,1,AAA,"518,003,000",5,472935BB70,AAA级债为最高级债，其还本付息能力最强。,AAA,维持,"536,001,001",2017-06-28
1471,青岛双星股份有限公司,2017-06-28,1,AA,"518,003,000",13,1000599,受评主体偿还债务的能力很强，受不利经济环境的影响较小，违约风险很低；债券信用质量很高，信用风险很低。,AA,维持,"536,001,001",2017-06-28
1472,武汉市江岸国有资产经营管理有限责任公司,2017-08-08,1,AA,"518,003,000",4,672795838,短期债务的支付能力和长期债务的偿还能力很强；经营处于良性循环状态，不确定因素对经营与发展的影响很小；偿还债务的能力很强，受不利经济环境的影响不大，违约风险很低。,AA,维持,"536,001,001",2017-08-09
1473,摩根士丹利华鑫证券有限责任公司,2017-08-14,5,BBB,0,15,AM63faiL6I,公司风险管理能力、市场竞争力、培育和发展机构投资者状况、持续合规状况的综合评价在行业内较高，能够控制业务风险,BBB,维持,"536,002,000",2017-08-14
1474,广西西江开发投资集团有限公司,2017-06-02,1,AA+,"518,003,000",14,SsZTcXA2Mr,0,AA+,维持,"536,001,001",2017-06-27
1475,合肥兴泰金融控股(集团)有限公司,2017-06-23,1,AAA,"518,003,000",4,0SA0A977D0,短期债务的支付能力和长期债务的偿还能力具有最大保障；经营处于良性循环状态，不确定因素对经营与发展的影响最小；偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。,AA+,调高,"536,001,001",2017-06-26
1476,中国银河证券股份有限公司,2017-08-21,1,AAA,"518,003,000",6,604498,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。 ,AAA,维持,"536,001,001",2017-08-25
1477,江苏泰兴农村商业银行股份有限公司,2017-07-26,1,AA-,"518,003,000",2,bFNGpgQMKG,0,AA-,维持,"536,001,001",2017-07-26
1478,潍坊滨海旅游集团有限公司,2017-06-21,1,AA,"518,003,000",5,81WuqLrMQM,AA级债属高级债，其还本付息能力很强，基本无风险。,AA,维持,"536,001,001",2017-06-23
1479,中国华能集团公司,2017-06-26,1,AAA,"518,003,000",7,2013546,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低,AAA,维持,"536,001,001",2017-06-28
1480,余姚市城市建设投资发展有限公司,2017-06-21,1,AA+,"518,003,000",6,3v18986A50,0,AA+,维持,"536,001,001",2017-06-26
1481,广东宏大爆破股份有限公司,2017-08-21,1,AA,"518,003,000",2,3I9B0742FE,受评对象偿还债务的能力很强，受不利经济环境的影响较小，违约风险很低。,0,首次,"536,001,001",2017-08-22
1482,中国生物技术股份有限公司,2017-07-27,1,AAA,"518,003,000",2,16136DFA45,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  ,AAA,维持,"536,001,001",2017-07-28
1483,河源市城市开发投资有限公司,2017-06-22,1,AA,"518,003,000",14,3oVWZMoYDs,债务安全性很高，违约风险很低。,AA,维持,"536,001,001",2017-06-28
1484,北京市首都公路发展集团有限公司,2017-06-22,1,AAA,"518,003,000",2,0DR4F7BC7E,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  ,AAA,维持,"536,001,001",2017-06-23
1485,牡丹江市国有资产投资控股有限公司,2017-09-12,1,AA,"518,003,000",13,yIyT8qTAhO,受评主体偿还债务的能力很强，受不利经济环境的影响较小，违约风险很低；债券信用质量很高，信用风险很低。,AA,维持,"536,001,001",2017-09-15
1486,深圳市一体投资控股集团有限公司,2017-07-11,1,AA-,"518,003,000",14,PUQMbwBoSD,0,AA-,维持,"536,001,001",2017-07-17
1487,齐河县城市经营建设投资有限公司,2017-06-22,1,AA,"518,003,000",19,QAdphUPBhD,偿还债务的能力很强，受不利经济环境影响大，违约风险很低,AA,维持,"536,001,001",2017-06-26
1488,湖北省担保集团有限责任公司,2016-11-28,1,AA+,"518,003,000",19,9M2sjorpIj,0,0,首次,"536,002,001",2017-08-31
1489,抚顺银行股份有限公司,2017-06-27,1,AA-,"518,003,000",5,04A57762BB,0,AA-,维持,"536,001,001",2017-06-28
1490,绍兴市柯桥区中心城建设投资开发有限公司,2017-06-19,1,AA,"518,003,000",6,ZKy8wMMq1T,偿还债务的能力很强，受不利经济环境的影响不大，违约风险很低。,AA,维持,"536,001,001",2017-06-22
1491,中国铁路总公司,2017-07-20,1,AAA,"518,003,000",2,2002209,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  ,AAA,维持,"536,001,001",2017-07-26
1492,嘉兴市湘家荡发展投资集团有限公司,2017-08-14,1,AA,"518,003,000",4,W8wMhDQ02T,短期债务的支付能力和长期债务的偿还能力很强；经营处于良性循环状态，不确定因素对经营与发展的影响很小；偿还债务的能力很强，受不利经济环境的影响不大，违约风险很低。,AA,维持,"536,001,001",2017-08-15
1493,嘉事堂药业股份有限公司,2016-11-23,1,AA,"518,003,000",5,0yND74B61D,AA级债属高级债，其还本付息能力很强，基本无风险。,0,首次,"536,001,001",2017-07-07
1494,南京新港开发总公司,2017-09-08,1,AA+,0,19,2018603,0,AA+,维持,"536,002,001",2017-09-11
1495,瑞信方正证券有限责任公司,2013-07-12,5,AA,0,15,0P35041A80,公司风险管理能力、市场竞争力、培育和发展机构投资者状况、持续合规状况的综合评价在行业内最高，能够较好控制业务风险,A,调高,"536,002,000",2017-07-31
1496,红河州开发投资有限责任公司,2017-06-21,1,AA,"518,003,000",2,hiAKVIlqKS,受评对象偿还债务的能力很强，受不利经济环境的影响较小，违约风险很低。,AA,维持,"536,001,001",2017-06-23
1497,华宝投资有限公司,2017-09-12,1,AAA,"518,003,000",4,2NU393AFB9,短期债务的支付能力和长期债务的偿还能力具有最大保障；经营处于良性循环状态，不确定因素对经营与发展的影响最小；偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。,AAA,维持,"536,001,001",2017-09-15
1498,冀中能源集团有限责任公司,2017-07-06,1,AAA,"518,003,000",6,2qS6C62F4C,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。 ,AAA,维持,"536,001,001",2017-07-11
1499,中债信用增进投资股份有限公司,2017-08-10,1,AAA,0,5,3ID9303623,AAA级债为最高级债，其还本付息能力最强。,AAA,维持,"536,002,001",2017-08-22
1500,四川华西集团有限公司,2017-07-27,1,AA,"518,003,000",4,oEQTRQOZSQ,短期债务的支付能力和长期债务的偿还能力很强；经营处于良性循环状态，不确定因素对经营与发展的影响很小；偿还债务的能力很强，受不利经济环境的影响不大，违约风险很低。,AA,维持,"536,001,001",2017-07-31
1501,云南水务投资股份有限公司,2017-07-21,1,AA+,"518,003,000",7,N8NF2YtYwU,0,AA+,维持,"536,001,001",2017-08-01
1502,长江证券承销保荐有限公司,2013-07-12,5,A,0,15,04Q50BBB63,公司风险管理能力、市场竞争力、培育和发展机构投资者状况、持续合规状况的综合评价在行业内最高，能够较好控制业务风险,A,维持,"536,002,000",2017-07-31
1503,湖南常德市德源投资开发有限公司,2017-08-18,1,AA,"518,003,000",2,Cf01ycDOBK,受评对象偿还债务的能力很强，受不利经济环境的影响较小，违约风险很低。,AA,维持,"536,001,001",2017-08-22
1504,国家开发投资公司,2017-07-10,1,AAA,"518,003,000",5,2011313,AAA级债为最高级债，其还本付息能力最强。,AAA,维持,"536,001,001",2017-07-11
1505,绍兴市城北新城建设投资有限公司,2017-06-27,1,AA,"518,003,000",6,uZscpZY1X3,偿还债务的能力很强，受不利经济环境的影响不大，违约风险很低。,AA,维持,"536,001,001",2017-06-28
1506,平安国际融资租赁有限公司,2017-07-07,1,AAA,"518,003,000",13,EGD8Ntrw7N,受评主体偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低；债券信用质量极高，信用风险极低。,0,首次,"536,001,001",2017-07-17
1507,顺风光电投资(中国)有限公司,2016-05-31,1,AA,"518,003,000",13,B9WxyilWh1,受评主体偿还债务的能力很强，受不利经济环境的影响较小，违约风险很低；债券信用质量很高，信用风险很低。,AA,维持,"536,001,001",2017-08-12
1508,常熟市发展投资有限公司,2017-08-04,1,AA+,"518,003,000",2,R606F081,0,AA+,维持,"536,001,001",2017-08-10
1509,浙江滨海新城开发投资股份有限公司,2017-06-30,1,AA,"518,003,000",4,xp2AWEe4oz,短期债务的支付能力和长期债务的偿还能力很强；经营处于良性循环状态，不确定因素对经营与发展的影响很小；偿还债务的能力很强，受不利经济环境的影响不大，违约风险很低。,AA,维持,"536,001,001",2017-07-03
1510,深圳市投资控股有限公司,2017-06-28,1,AAA,"518,003,000",13,1640292B8D,受评主体偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低；债券信用质量极高，信用风险极低。,0,首次,"536,001,001",2017-07-05
1511,卧龙控股集团有限公司,2017-08-14,1,AA,"518,003,000",6,0SI47F6B08,偿还债务的能力很强，受不利经济环境的影响不大，违约风险很低。,AA,维持,"536,001,001",2017-08-15
1512,四川纳兴实业集团有限公司,2017-07-19,1,AA,"518,003,000",14,Ls48KkD7hp,债务安全性很高，违约风险很低。,AA,维持,"536,001,001",2017-07-24
1513,步步高投资集团股份有限公司,2017-07-11,1,AA,"518,003,000",5,2NS47D68C2,AA级债属高级债，其还本付息能力很强，基本无风险。,AA,维持,"536,001,001",2017-07-20
1514,四川发展(控股)有限责任公司,2017-06-28,1,AAA,"518,003,000",2,F891E,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  ,AAA,维持,"536,001,001",2017-06-29
1515,乌鲁木齐城市建设投资(集团)有限公司,2017-06-29,1,AAA,"518,003,000",4,1H7D3F52E9,短期债务的支付能力和长期债务的偿还能力具有最大保障；经营处于良性循环状态，不确定因素对经营与发展的影响最小；偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。,AA+,调高,"536,001,001",2017-07-03
1516,三鼎控股集团有限公司,2017-08-21,1,AA,"518,003,000",7,qcyXzdLpFv,偿还债务的能力很强，受不利经济环境的影响不大，违约风险很低,AA,维持,"536,001,001",2017-09-04
1517,河北省国有资产控股运营有限公司,2017-07-27,1,AA,"518,003,000",6,16KCA4B2C9,偿还债务的能力很强，受不利经济环境的影响不大，违约风险很低。,AA,维持,"536,001,001",2017-07-27
1518,百联集团有限公司,2017-08-17,1,AAA,"518,003,000",4,16B7006761,短期债务的支付能力和长期债务的偿还能力具有最大保障；经营处于良性循环状态，不确定因素对经营与发展的影响最小；偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。,AAA,维持,"536,001,001",2017-08-21
1519,盐城市亭湖区公有资产投资经营公司,2017-06-25,1,AA,"518,003,000",14,WfdPyLQ68F,债务安全性很高，违约风险很低。,AA,维持,"536,001,001",2017-06-29
1520,运城市城市建设投资开发有限公司,2017-07-25,1,AA,"518,003,000",6,LcGTQoVoQe,偿还债务的能力很强，受不利经济环境的影响不大，违约风险很低。,AA,维持,"536,001,001",2017-07-27
1521,启东市城市建设投资开发总公司,2017-08-31,1,AA,"518,003,000",13,FLE46bYcYc,受评主体偿还债务的能力很强，受不利经济环境的影响较小，违约风险很低；债券信用质量很高，信用风险很低。,0,首次,"536,002,002",2017-09-06
1522,云南省能源投资集团有限公司,2017-06-28,1,AAA,"518,003,000",2,XcmAIZieMf,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  ,AAA,维持,"536,001,001",2017-06-29
1523,温州市工业投资集团有限公司,2017-08-04,1,AA,"518,003,000",6,CPPgMnqvUl,偿还债务的能力很强，受不利经济环境的影响不大，违约风险很低。,AA,维持,"536,001,001",2017-08-22
1524,深圳金汇期货经纪有限公司,2017-01-01,4,BB,0,15,1hR9C3E88A,公司风险管理能力、市场竞争力、培育和发展机构投资者状况、持续合规状况的综合评价在行业内较高，能够控制业务风险,BB,维持,"536,002,000",2017-08-10
